Event	ID	Name			Wwise Object Path	Notes
	134310152	Play_ins_pc_drumkit_01_F5_			\muzakq00bz\PC - Percussion\Play_ins_pc_drumkit_01_F5_	Tom 01 - Mid - Hi
	135442983	Play_ins_pc_drumkit_01_A5_			\muzakq00bz\PC - Percussion\Play_ins_pc_drumkit_01_A5_	Stick Hat
	145577328	Play_ins_ld_synth_01_C3_			\muzakq00bz\LD - Leads\ORIGINALS\LD - Synth 01 - Extended G2 - C7\Play_ins_ld_synth_01_C3_	
	145982304	Play_ins_bs_multi_A_01_F5			\muzakq00bz\BS - Basses\NEW\BS - Chip Bass 01 - Key Split G2 - C7\Octave 05\Play_ins_bs_multi_A_01_F5	
	145982305	Play_ins_bs_multi_A_01_F4			\muzakq00bz\BS - Basses\NEW\BS - Chip Bass 01 - Key Split G2 - C7\Octave 04\Play_ins_bs_multi_A_01_F4	
	145982307	Play_ins_bs_multi_A_01_F6			\muzakq00bz\BS - Basses\NEW\BS - Chip Bass 01 - Key Split G2 - C7\Octave 06\Play_ins_bs_multi_A_01_F6	
	145982310	Play_ins_bs_multi_A_01_F3			\muzakq00bz\BS - Basses\NEW\BS - Chip Bass 01 - Key Split G2 - C7\Octave 03\Play_ins_bs_multi_A_01_F3	
	145982311	Play_ins_bs_multi_A_01_F2			\muzakq00bz\BS - Basses\NEW\BS - Chip Bass 01 - Key Split G2 - C7\Octave 02\Play_ins_bs_multi_A_01_F2	
	151087797	Play_ins_pc_drumkit_01_F6_			\muzakq00bz\PC - Percussion\NEW\Play_ins_pc_drumkit_01_F6_	
	151382087	Play_ins_pc_drumkit_01_D6_			\muzakq00bz\PC - Percussion\NEW\Play_ins_pc_drumkit_01_D6_	
	152220756	Play_ins_pc_drumkit_01_A4_			\muzakq00bz\PC - Percussion\Play_ins_pc_drumkit_01_A4_	Crash Cymbal 02 
	159011595	Play_ins_ld_flute_01_C6_			\muzakq00bz\LD - Leads\ORIGINALS\LD - Flute 01 - Extended G2 - C7\Play_ins_ld_flute_01_C6_	
	168159732	Play_ins_pc_drumkit_01_D7_			\muzakq00bz\PC - Percussion\NEW\Play_ins_pc_drumkit_01_D7_	
	170276627	Play_ins_ch_fox_01_C6_			\muzakq00bz\CH - Chords\ORIGINALS\CH - Fox 01 - Extended G2 - C7\Play_ins_ch_fox_01_C6_	
	170648423	Play_ins_ld_chip_01_D3_			\muzakq00bz\LD - Leads\ORIGINALS\LD - Chip 01 - Extended G2 - C7\Play_ins_ld_chip_01_D3_	
	175789240	Play_ins_ld_flute_01_C7_			\muzakq00bz\LD - Leads\ORIGINALS\LD - Flute 01 - Extended G2 - C7\Play_ins_ld_flute_01_C7_	
	179132426	Play_ins_ld_synth_01_C1_			\muzakq00bz\LD - Leads\ORIGINALS\LD - Synth 01 - Extended G2 - C7\Play_ins_ld_synth_01_C1_	
	184790264	Play_ins_pc_drumkit_01_G6_			\muzakq00bz\PC - Percussion\NEW\Play_ins_pc_drumkit_01_G6_	
	184937313	Play_ins_pc_drumkit_01_D4_			\muzakq00bz\PC - Percussion\Play_ins_pc_drumkit_01_D4_	Snare 02 - Hi
	185775982	Play_ins_pc_drumkit_01_A6_			\muzakq00bz\PC - Percussion\NEW\Play_ins_pc_drumkit_01_A6_	
	187054208	Play_ins_ch_fox_01_C7_			\muzakq00bz\CH - Chords\ORIGINALS\CH - Fox 01 - Extended G2 - C7\Play_ins_ch_fox_01_C7_	
	187425940	Play_ins_ld_chip_01_D2_			\muzakq00bz\LD - Leads\ORIGINALS\LD - Chip 01 - Extended G2 - C7\Play_ins_ld_chip_01_D2_	
	192566821	Play_ins_ld_flute_01_C4_			\muzakq00bz\LD - Leads\ORIGINALS\LD - Flute 01 - Extended G2 - C7\Play_ins_ld_flute_01_C4_	
	201567845	Play_ins_pc_drumkit_01_G5_			\muzakq00bz\PC - Percussion\Play_ins_pc_drumkit_01_G5_	Tom 01 - Low
	201714830	Play_ins_pc_drumkit_01_D5_			\muzakq00bz\PC - Percussion\Play_ins_pc_drumkit_01_D5_	Cow Bell - Lo
	203831853	Play_ins_ch_fox_01_C4_			\muzakq00bz\CH - Chords\ORIGINALS\CH - Fox 01 - Extended G2 - C7\Play_ins_ch_fox_01_C4_	
	209344594	Play_ins_ld_flute_01_C5_			\muzakq00bz\LD - Leads\ORIGINALS\LD - Flute 01 - Extended G2 - C7\Play_ins_ld_flute_01_C5_	
	218345362	Play_ins_pc_drumkit_01_G4_			\muzakq00bz\PC - Percussion\Play_ins_pc_drumkit_01_G4_	Zap - 01 - Hi
	218492475	Play_ins_pc_drumkit_01_D2_			\muzakq00bz\PC - Percussion\NEW\Play_ins_pc_drumkit_01_D2_	
	220609626	Play_ins_ch_fox_01_C5_			\muzakq00bz\CH - Chords\ORIGINALS\CH - Fox 01 - Extended G2 - C7\Play_ins_ch_fox_01_C5_	
	221128407	Play_ins_ld_chip_01_G6_			\muzakq00bz\LD - Leads\ORIGINALS\LD - Chip 01 - Extended G2 - C7\Play_ins_ld_chip_01_G6_	
	235270056	Play_ins_pc_drumkit_01_D3_			\muzakq00bz\PC - Percussion\NEW\Play_ins_pc_drumkit_01_D3_	
	236108725	Play_ins_pc_drumkit_01_A3_			\muzakq00bz\PC - Percussion\Play_ins_pc_drumkit_01_A3_	Kick 01 - Hi
	251926185	Play_ins_ch_vocal_f_01_D2_			\muzakq00bz\CH - Chords\NEW\CH - Vocal F 01 - Extended G2 - C7\Play_ins_ch_vocal_f_01_D2_	
	252886306	Play_ins_pc_drumkit_01_A2_			\muzakq00bz\PC - Percussion\NEW\Play_ins_pc_drumkit_01_A2_	chip_hat_closed_02
	254536520	Play_ins_ld_chip_01_D6_			\muzakq00bz\LD - Leads\ORIGINALS\LD - Chip 01 - Extended G2 - C7\Play_ins_ld_chip_01_D6_	
	254683633	Play_ins_ld_chip_01_G4_			\muzakq00bz\LD - Leads\ORIGINALS\LD - Chip 01 - Extended G2 - C7\Play_ins_ld_chip_01_G4_	
	258352167	Stop_ins_ch_tubularbell_01_global			\muzakq00bz\CH - Chords\NEW\Stop_ins_ch_tubularbell_01_global	Stop All previous notes from this instrument
	260473369	Play_ins_bs_multi_A_01_A2_			\muzakq00bz\BS - Basses\NEW\BS - Chip Bass 01 - Key Split G2 - C7\Octave 02\Play_ins_bs_multi_A_01_A2_	
	261459087	Play_ins_bs_multi_A_01_G2_			\muzakq00bz\BS - Basses\NEW\BS - Chip Bass 01 - Key Split G2 - C7\Octave 02\Play_ins_bs_multi_A_01_G2_	
	268703958	Play_ins_ch_vocal_f_01_D3_			\muzakq00bz\CH - Chords\NEW\CH - Vocal F 01 - Extended G2 - C7\Play_ins_ch_vocal_f_01_D3_	
	271314165	Play_ins_ld_chip_01_D5_			\muzakq00bz\LD - Leads\ORIGINALS\LD - Chip 01 - Extended G2 - C7\Play_ins_ld_chip_01_D5_	
	271461150	Play_ins_ld_chip_01_G5_			\muzakq00bz\LD - Leads\ORIGINALS\LD - Chip 01 - Extended G2 - C7\Play_ins_ld_chip_01_G5_	
	277250950	Play_ins_bs_multi_A_01_A3_			\muzakq00bz\BS - Basses\NEW\BS - Chip Bass 01 - Key Split G2 - C7\Octave 03\Play_ins_bs_multi_A_01_A3_	
	278236732	Play_ins_bs_multi_A_01_G3_			\muzakq00bz\BS - Basses\NEW\BS - Chip Bass 01 - Key Split G2 - C7\Octave 03\Play_ins_bs_multi_A_01_G3_	
	285481539	Play_ins_ch_vocal_f_01_D4_			\muzakq00bz\CH - Chords\NEW\CH - Vocal F 01 - Extended G2 - C7\Play_ins_ch_vocal_f_01_D4_	
	288091746	Play_ins_ld_chip_01_D4_			\muzakq00bz\LD - Leads\ORIGINALS\LD - Chip 01 - Extended G2 - C7\Play_ins_ld_chip_01_D4_	
	288238731	Play_ins_ld_chip_01_G2_			\muzakq00bz\LD - Leads\ORIGINALS\LD - Chip 01 - Extended G2 - C7\Play_ins_ld_chip_01_G2_	
	294028595	Play_ins_bs_multi_A_01_A4_			\muzakq00bz\BS - Basses\NEW\BS - Chip Bass 01 - Key Split G2 - C7\Octave 04\Play_ins_bs_multi_A_01_A4_	
	302259184	Play_ins_ch_vocal_f_01_D5_			\muzakq00bz\CH - Chords\NEW\CH - Vocal F 01 - Extended G2 - C7\Play_ins_ch_vocal_f_01_D5_	
	303391887	Play_ins_ch_vocal_f_01_C5_			\muzakq00bz\CH - Chords\NEW\CH - Vocal F 01 - Extended G2 - C7\Play_ins_ch_vocal_f_01_C5_	
	305016376	Play_ins_ld_chip_01_G3_			\muzakq00bz\LD - Leads\ORIGINALS\LD - Chip 01 - Extended G2 - C7\Play_ins_ld_chip_01_G3_	
	310806176	Play_ins_bs_multi_A_01_A5_			\muzakq00bz\BS - Basses\NEW\BS - Chip Bass 01 - Key Split G2 - C7\Octave 05\Play_ins_bs_multi_A_01_A5_	
	311939199	Play_ins_bs_multi_A_01_F5_			\muzakq00bz\BS - Basses\NEW\BS - Chip Bass 01 - Key Split G2 - C7\Octave 05\Play_ins_bs_multi_A_01_F5_	
	319036701	Play_ins_ch_vocal_f_01_D6_			\muzakq00bz\CH - Chords\NEW\CH - Vocal F 01 - Extended G2 - C7\Play_ins_ch_vocal_f_01_D6_	
	319330863	Play_ins_ch_vocal_f_01_F6_			\muzakq00bz\CH - Chords\NEW\CH - Vocal F 01 - Extended G2 - C7\Play_ins_ch_vocal_f_01_F6_	
	320169532	Play_ins_ch_vocal_f_01_C4_			\muzakq00bz\CH - Chords\NEW\CH - Vocal F 01 - Extended G2 - C7\Play_ins_ch_vocal_f_01_C4_	
	327583949	Play_ins_bs_multi_A_01_A6_			\muzakq00bz\BS - Basses\NEW\BS - Chip Bass 01 - Key Split G2 - C7\Octave 06\Play_ins_bs_multi_A_01_A6_	
	327878047	Play_ins_bs_multi_A_01_C6_			\muzakq00bz\BS - Basses\NEW\BS - Chip Bass 01 - Key Split G2 - C7\Octave 06\Play_ins_bs_multi_A_01_C6_	
	328569667	Play_ins_bs_multi_A_01_G6_			\muzakq00bz\BS - Basses\NEW\BS - Chip Bass 01 - Key Split G2 - C7\Octave 06\Play_ins_bs_multi_A_01_G6_	
	328716780	Play_ins_bs_multi_A_01_F4_			\muzakq00bz\BS - Basses\NEW\BS - Chip Bass 01 - Key Split G2 - C7\Octave 04\Play_ins_bs_multi_A_01_F4_	
	336947113	Play_ins_ch_vocal_f_01_C7_			\muzakq00bz\CH - Chords\NEW\CH - Vocal F 01 - Extended G2 - C7\Play_ins_ch_vocal_f_01_C7_	
	340473524	Stop_ins_ld_chip_01_global			\muzakq00bz\LD - Leads\ORIGINALS\Stop_ins_ld_chip_01_global	Stop All previous notes from this instrument
	344655628	Play_ins_bs_multi_A_01_C7_			\muzakq00bz\BS - Basses\NEW\BS - Chip Bass 01 - Key Split G2 - C7\Octave 06\Play_ins_bs_multi_A_01_C7_	GLOBAL STOP NOTE FOR Split Keyboard Multi Bass Patch
	352886217	Play_ins_ch_vocal_f_01_F4_			\muzakq00bz\CH - Chords\NEW\CH - Vocal F 01 - Extended G2 - C7\Play_ins_ch_vocal_f_01_F4_	
	353724886	Play_ins_ch_vocal_f_01_C6_			\muzakq00bz\CH - Chords\NEW\CH - Vocal F 01 - Extended G2 - C7\Play_ins_ch_vocal_f_01_C6_	
	361433273	Play_ins_bs_multi_A_01_C4_			\muzakq00bz\BS - Basses\NEW\BS - Chip Bass 01 - Key Split G2 - C7\Octave 04\Play_ins_bs_multi_A_01_C4_	
	362124829	Play_ins_bs_multi_A_01_G4_			\muzakq00bz\BS - Basses\NEW\BS - Chip Bass 01 - Key Split G2 - C7\Octave 04\Play_ins_bs_multi_A_01_G4_	
	362271878	Play_ins_bs_multi_A_01_F6_			\muzakq00bz\BS - Basses\NEW\BS - Chip Bass 01 - Key Split G2 - C7\Octave 06\Play_ins_bs_multi_A_01_F6_	
	364127540	Play_ins_ld_synth_01_D6_			\muzakq00bz\LD - Leads\ORIGINALS\LD - Synth 01 - Extended G2 - C7\Play_ins_ld_synth_01_D6_	
	369663862	Play_ins_ch_vocal_f_01_F5_			\muzakq00bz\CH - Chords\NEW\CH - Vocal F 01 - Extended G2 - C7\Play_ins_ch_vocal_f_01_F5_	
	376977762	MACRO_ins_ch_organ_01_STOP_LENGTH			\muzakq00bz\CH - Chords\ORIGINALS\CH - Organ 01 - Extended G2 - C7\new\MACRO_ins_ch_organ_01_STOP_LENGTH	
	378210854	Play_ins_bs_multi_A_01_C5_			\muzakq00bz\BS - Basses\NEW\BS - Chip Bass 01 - Key Split G2 - C7\Octave 05\Play_ins_bs_multi_A_01_C5_	
	378902410	Play_ins_bs_multi_A_01_G5_			\muzakq00bz\BS - Basses\NEW\BS - Chip Bass 01 - Key Split G2 - C7\Octave 05\Play_ins_bs_multi_A_01_G5_	
	380905121	Play_ins_ld_synth_01_D5_			\muzakq00bz\LD - Leads\ORIGINALS\LD - Synth 01 - Extended G2 - C7\Play_ins_ld_synth_01_D5_	
	384477528	Play_ins_ld_chip_triad_multi_01_A3			\muzakq00bz\LD - Leads\NEW\Chip Triads\_TEMP Triad 01\A\Play_ins_ld_chip_triad_multi_01_A3	
	384477529	Play_ins_ld_chip_triad_multi_01_A2			\muzakq00bz\LD - Leads\NEW\Chip Triads\_TEMP Triad 01\A\Play_ins_ld_chip_triad_multi_01_A2	
	384477533	Play_ins_ld_chip_triad_multi_01_A6			\muzakq00bz\LD - Leads\NEW\Chip Triads\_TEMP Triad 01\A\Play_ins_ld_chip_triad_multi_01_A6	
	384477534	Play_ins_ld_chip_triad_multi_01_A5			\muzakq00bz\LD - Leads\NEW\Chip Triads\_TEMP Triad 01\A\Play_ins_ld_chip_triad_multi_01_A5	
	384477535	Play_ins_ld_chip_triad_multi_01_A4			\muzakq00bz\LD - Leads\NEW\Chip Triads\_TEMP Triad 01\A\Play_ins_ld_chip_triad_multi_01_A4	
	386441443	Play_ins_ch_vocal_f_01_F2_			\muzakq00bz\CH - Chords\NEW\CH - Vocal F 01 - Extended G2 - C7\Play_ins_ch_vocal_f_01_F2_	
	394988627	Play_ins_bs_multi_A_01_C2_			\muzakq00bz\BS - Basses\NEW\BS - Chip Bass 01 - Key Split G2 - C7\Octave 02\Play_ins_bs_multi_A_01_C2_	
	397682894	Play_ins_ld_synth_01_D4_			\muzakq00bz\LD - Leads\ORIGINALS\LD - Synth 01 - Extended G2 - C7\Play_ins_ld_synth_01_D4_	
	401255112	Play_ins_ld_chip_triad_multi_01_B6			\muzakq00bz\LD - Leads\NEW\Chip Triads\_TEMP Triad 01\B\Play_ins_ld_chip_triad_multi_01_B6	
	401255114	Play_ins_ld_chip_triad_multi_01_B4			\muzakq00bz\LD - Leads\NEW\Chip Triads\_TEMP Triad 01\B\Play_ins_ld_chip_triad_multi_01_B4	
	401255115	Play_ins_ld_chip_triad_multi_01_B5			\muzakq00bz\LD - Leads\NEW\Chip Triads\_TEMP Triad 01\B\Play_ins_ld_chip_triad_multi_01_B5	
	401255116	Play_ins_ld_chip_triad_multi_01_B2			\muzakq00bz\LD - Leads\NEW\Chip Triads\_TEMP Triad 01\B\Play_ins_ld_chip_triad_multi_01_B2	
	401255117	Play_ins_ld_chip_triad_multi_01_B3			\muzakq00bz\LD - Leads\NEW\Chip Triads\_TEMP Triad 01\B\Play_ins_ld_chip_triad_multi_01_B3	
	403218960	Play_ins_ch_vocal_f_01_F3_			\muzakq00bz\CH - Chords\NEW\CH - Vocal F 01 - Extended G2 - C7\Play_ins_ch_vocal_f_01_F3_	
	404057629	Play_ins_ch_vocal_f_01_C3_			\muzakq00bz\CH - Chords\NEW\CH - Vocal F 01 - Extended G2 - C7\Play_ins_ch_vocal_f_01_C3_	
	404869239	Play_ins_ch_fox_01_A4_			\muzakq00bz\CH - Chords\ORIGINALS\CH - Fox 01 - Extended G2 - C7\Play_ins_ch_fox_01_A4_	
	411766208	Play_ins_bs_multi_A_01_C3_			\muzakq00bz\BS - Basses\NEW\BS - Chip Bass 01 - Key Split G2 - C7\Octave 03\Play_ins_bs_multi_A_01_C3_	
	412604877	Play_ins_bs_multi_A_01_F3_			\muzakq00bz\BS - Basses\NEW\BS - Chip Bass 01 - Key Split G2 - C7\Octave 03\Play_ins_bs_multi_A_01_F3_	
	414460539	Play_ins_ld_synth_01_D3_			\muzakq00bz\LD - Leads\ORIGINALS\LD - Synth 01 - Extended G2 - C7\Play_ins_ld_synth_01_D3_	
	418032802	Play_ins_ld_chip_triad_multi_01_C3			\muzakq00bz\LD - Leads\NEW\Chip Triads\_TEMP Triad 01\C\Play_ins_ld_chip_triad_multi_01_C3	
	418032803	Play_ins_ld_chip_triad_multi_01_C2			\muzakq00bz\LD - Leads\NEW\Chip Triads\_TEMP Triad 01\C\Play_ins_ld_chip_triad_multi_01_C2	
	418032804	Play_ins_ld_chip_triad_multi_01_C5			\muzakq00bz\LD - Leads\NEW\Chip Triads\_TEMP Triad 01\C\Play_ins_ld_chip_triad_multi_01_C5	
	418032805	Play_ins_ld_chip_triad_multi_01_C4			\muzakq00bz\LD - Leads\NEW\Chip Triads\_TEMP Triad 01\C\Play_ins_ld_chip_triad_multi_01_C4	
	418032806	Play_ins_ld_chip_triad_multi_01_C7			\muzakq00bz\LD - Leads\NEW\Chip Triads\_TEMP Triad 01\C\Play_ins_ld_chip_triad_multi_01_C7	
	418032807	Play_ins_ld_chip_triad_multi_01_C6			\muzakq00bz\LD - Leads\NEW\Chip Triads\_TEMP Triad 01\C\Play_ins_ld_chip_triad_multi_01_C6	
	420835210	Play_ins_ch_vocal_f_01_C2_			\muzakq00bz\CH - Chords\NEW\CH - Vocal F 01 - Extended G2 - C7\Play_ins_ch_vocal_f_01_C2_	
	421646820	Play_ins_ch_fox_01_A5_			\muzakq00bz\CH - Chords\ORIGINALS\CH - Fox 01 - Extended G2 - C7\Play_ins_ch_fox_01_A5_	
	427507442	Play_ins_ch_vocal_f_01_D2			\muzakq00bz\CH - Chords\NEW\CH - Vocal F 01 - Extended G2 - C7\Play_ins_ch_vocal_f_01_D2	
	427507443	Play_ins_ch_vocal_f_01_D3			\muzakq00bz\CH - Chords\NEW\CH - Vocal F 01 - Extended G2 - C7\Play_ins_ch_vocal_f_01_D3	
	427507444	Play_ins_ch_vocal_f_01_D4			\muzakq00bz\CH - Chords\NEW\CH - Vocal F 01 - Extended G2 - C7\Play_ins_ch_vocal_f_01_D4	
	427507445	Play_ins_ch_vocal_f_01_D5			\muzakq00bz\CH - Chords\NEW\CH - Vocal F 01 - Extended G2 - C7\Play_ins_ch_vocal_f_01_D5	
	427507446	Play_ins_ch_vocal_f_01_D6			\muzakq00bz\CH - Chords\NEW\CH - Vocal F 01 - Extended G2 - C7\Play_ins_ch_vocal_f_01_D6	
	429382522	Play_ins_bs_multi_A_01_F2_			\muzakq00bz\BS - Basses\NEW\BS - Chip Bass 01 - Key Split G2 - C7\Octave 02\Play_ins_bs_multi_A_01_F2_	
	431238120	Play_ins_ld_synth_01_D2_			\muzakq00bz\LD - Leads\ORIGINALS\LD - Synth 01 - Extended G2 - C7\Play_ins_ld_synth_01_D2_	
