Event	ID	Name			Wwise Object Path	Notes
	37752114	Play_mnt_lg_dracorgi_persistent_loop			\Foley\fld_Foley\_MOUNTS\mnt_lg_dragon_flying\Dracorgi\Play_mnt_lg_dracorgi_persistent_loop	
	38112409	Play_ablty_dinohunter_trap_land_MD			\Abilities\fld_Abilities\Class Abilities\Class 14 - DinoHunter\_NPC\Play_ablty_dinohunter_trap_land_MD	
	39779259	Play_sfx_tutorial_firework_fire			\Foley\fld_Foley\Block Sounds\Fun Blocks\Play_sfx_tutorial_firework_fire	
	41316898	Play_turret_pirate_cannon_sm_attk			\Abilities\fld_Abilities\Class Abilities\Class 08 - Pirate\NPC - Class 08 - Pirate\Turret_Mob\Turret_Cannon_Parrot\Play_turret_pirate_cannon_sm_attk	
	42022458	Play_fts_mnt_lg_centaur_run			\Foley\fld_Foley\_MOUNTS\mnt_lg_centaur\Play_fts_mnt_lg_centaur_run	DEFAULT footstep movement sound. This loops and is not tied to animation. Can control the speed via RTPC : fts_movement_speed
	42576403	Play_mnt_lg_beecat_persistent_loop			\Foley\fld_Foley\_MOUNTS\mnt_lg_dragon_flying\Beecat\Large Footsteps\Play_mnt_lg_beecat_persistent_loop	
	46108143	Play_lunarlancer_flame_ablty_melee_swing_combo_PLAYER			\Abilities\fld_Abilities\Class Abilities\Class 11 - Lunar Lancer\Player\Fire\Play_lunarlancer_flame_ablty_melee_swing_combo_PLAYER	
	47460324	Play_ablty_adventurer_surprise_land_heal_PLAYER			\Abilities\fld_Abilities\Class Abilities\Class 09 - Adventurer\PLAYER\Play_ablty_adventurer_surprise_land_heal_PLAYER	
	48126154	Play_mnt_bowl_idle_loop			\Foley\fld_Foley\_MOUNTS\ENGINE MOUNTS\mnt_Bowl_Geode\Play_mnt_bowl_idle_loop	
	49119207	Play_ablty_gleemur_flash			\Abilities\fld_Abilities\_Common\_GEODE\Critters\Play_ablty_gleemur_flash	
	50650952	Stop_ablty_shdwhntr_ultimate_loop			\Abilities\fld_Abilities\Class Abilities\Class 07 - ShadowHunter\Class 07 - ShadowHunter NPC\Stop_ablty_shdwhntr_ultimate_loop	
	52545881	Play_wpn_swing_sht_tn_m_timed_BOSS			\Abilities\fld_Abilities\Weapons\Swing Weapons BOSS Attenuations\Play_wpn_swing_sht_tn_m_timed_BOSS	
	53329747	Play_bard_abtly_battlesong_start			\Abilities\fld_Abilities\Class Abilities\Class 16 - Bard\_NPC\Play_bard_abtly_battlesong_start	
	55291375	Play_ablty_boat_cannon_sm_fire_PLAYER			\Abilities\fld_Abilities\Class Abilities\Class 08 - Pirate\Boat - Cannon\Boat - Cannon_PLAYER\Play_ablty_boat_cannon_sm_fire_PLAYER	
	63156598	Play_mnt_wheelchair_electric_backwards_loop			\Foley\fld_Foley\_MOUNTS\ENGINE MOUNTS\mnt_wheelchair_electric\Play_mnt_wheelchair_electric_backwards_loop	
	64752718	Play_mnt_pinata_move_pkfx_loop			\Foley\fld_Foley\_MOUNTS\mnt_md_Pinata\Play_mnt_pinata_move_pkfx_loop	
	66136256	Play_mnt_bowl_jumpland			\Foley\fld_Foley\_MOUNTS\ENGINE MOUNTS\mnt_Bowl_Geode\Play_mnt_bowl_jumpland	
	66323329	Stop_ablty_shdwhntr_sharp_ultimate_loop			\Abilities\fld_Abilities\Class Abilities\Class 07 - ShadowHunter\SKIN - Class 07 - ShadowHunter - SHARPSHOOTER\Class 07 - ShadowHunter NPC\Stop_ablty_shdwhntr_sharp_ultimate_loop	
	66653637	Play_mnt_mantaray_fowards_loop			\Foley\fld_Foley\_MOUNTS\ENGINE MOUNTS\mnt_mantaray\mnt_mantaray_carpet\Play_mnt_mantaray_fowards_loop	
	68708667	Play_mnt_dragonbreath_ice			\Foley\fld_Foley\_MOUNTS\mnt_lg_dragon_flying\Breaths\Play_mnt_dragonbreath_ice	
	69056356	Play_ablty_dinohunter_ult_spit_hit			\Abilities\fld_Abilities\Class Abilities\Class 14 - DinoHunter\_NPC\Play_ablty_dinohunter_ult_spit_hit	
	71072816	Play_wpn_swing_sht_hg_h_BOSS_LUNA_TITAN_MELEE			\Abilities\fld_Abilities\Weapons\Swing Weapons BOSS Attenuations\Play_wpn_swing_sht_hg_h_BOSS_LUNA_TITAN_MELEE	
	71473481	Play_lunarlancer_ablty_melee_swing_END_SWING_PLAYER			\Abilities\fld_Abilities\Class Abilities\Class 11 - Lunar Lancer\Player\Play_lunarlancer_ablty_melee_swing_END_SWING_PLAYER	
	71667790	Play_ablty_dinohunter_trap_land_SM			\Abilities\fld_Abilities\Class Abilities\Class 14 - DinoHunter\_NPC\Play_ablty_dinohunter_trap_land_SM	
	72599273	Play_mob_boss_cryingprophet_ablty_crying_hit			\Abilities\fld_Abilities\_BOSS Abilities\BOSS_CryingProphet\Play_mob_boss_cryingprophet_ablty_crying_hit	
	72654558	Stop_sfx_geode_antigrav_block_loop_up			\Abilities\fld_Abilities\_Common\_GEODE\AntiGravBlocks\Stop_sfx_geode_antigrav_block_loop_up	
	75343979	Play_ablty_shdwhntr_sunsnare_explode			\Abilities\fld_Abilities\Class Abilities\Class 07 - ShadowHunter\Play_ablty_shdwhntr_sunsnare_explode	
	75516690	Stop_ablty_dinohunter_snare_loop			\Abilities\fld_Abilities\Class Abilities\Class 14 - DinoHunter\_NPC\Stop_ablty_dinohunter_snare_loop	
	77270596	Play_vfx_md_tar_wade			\Foley\fld_Foley\Character Foley\Liquids Foley\Tar\Play_vfx_md_tar_wade	Player generated water movement sounds to attach to VFX 
	78662509	Stop_ablty_gem_cndybb_sugar_crash_loop			\Abilities\fld_Abilities\GEM Abiltiies\CandyBB\Stop_ablty_gem_cndybb_sugar_crash_loop	
	80865790	Play_boss_lunargoddess_ablty_sword_melee_swing_up			\Abilities\fld_Abilities\_BOSS Abilities\BOSS_LunarGoddess\MELEE_SWORD\Play_boss_lunargoddess_ablty_sword_melee_swing_up	
	83968467	Play_sfx_halloween_witch			\Foley\fld_Foley\HalloweenFUN\Play_sfx_halloween_witch	
	85612088	Stop_mnt_dragonE_backwards_loop			\Foley\fld_Foley\_MOUNTS\mnt_DragonE\Stop_mnt_dragonE_backwards_loop	
	87003995	Play_ablty_neon_ninja_unfreeze_target			\Abilities\fld_Abilities\Class Abilities\Class 04 - Neon Ninja\Play_ablty_neon_ninja_unfreeze_target	
	88768891	Play_hero_abtly_eyebeam_deathvfx			\Abilities\fld_Abilities\Class Abilities\Class 15 - Hero\_NPC\Play_hero_abtly_eyebeam_deathvfx	
	88780038	Play_ablty_subclass_gunslinger_jump_vfx			\Abilities\fld_Abilities\SubClass_Abilities\Abilities\Play_ablty_subclass_gunslinger_jump_vfx	Shield Loop Start + L:oop sound for Player Shield. Sets the state to inside a shield - for hpf of ambiance.
	88793345	Play_fts_mnt_lg_warhorsebot_jump			\Foley\fld_Foley\_MOUNTS\mnt_lg_Warhorse\mnt_lg_Warhorse_bot\Play_fts_mnt_lg_warhorsebot_jump	DEFAULT footstep movement sound. This loops and is not tied to animation. Can control the speed via RTPC : fts_movement_speed
	89255959	Play_wpn_swing_sht_sm_m_player			\Abilities\fld_Abilities\Weapons\Swing Weapons PLayer\Play_wpn_swing_sht_sm_m_player	Generic Weapon Attack : Short - Small - Normal
	90153358	Play_dubomancer_ablty_plant_despawn_large			\Abilities\fld_Abilities\Class Abilities\Class 13 - Chloromancer\SKIN_Dubomancer\_NPC\Play_dubomancer_ablty_plant_despawn_large	
	91229820	Stop_ablty_generic_charge_loop			\Abilities\fld_Abilities\_Common\Charge Dash\_NPC\Stop_ablty_generic_charge_loop	
	91465276	Play_mob_boss_cryingprophet_ablty_eyeballbig_fire			\Abilities\fld_Abilities\_BOSS Abilities\BOSS_CryingProphet\Play_mob_boss_cryingprophet_ablty_eyeballbig_fire	
	93910726	Play_ablty_wraith_slam			\Abilities\fld_Abilities\_Common\Slam\_NPC\Play_ablty_wraith_slam	
	94835906	Play_subclass_GUNSLINGER_START			\Abilities\fld_Abilities\SubClass_Abilities\SPAWNS\Play_subclass_GUNSLINGER_START	
	97552031	Play_mob_minion_tombraiser_attk			\Abilities\fld_Abilities\Class Abilities\Class 10 - Tomb Raiser\Minion\minion_tombraiser\Play_mob_minion_tombraiser_attk	
	104293300	Play_NONE			\Foley\fld_Foley\_NONE\Play_NONE	
	112735914	Play_wpn_spin_md_player			\Abilities\fld_Abilities\Weapons\Swing Weapons PLayer\Play_wpn_spin_md_player	
	114362925	Set_sw_fts_layer_shadow			\Foley\fld_Foley\_MOUNTS\_GENERAL\_FOOTSTEP LAYERS\Set_sw_fts_layer_shadow	Fire Mount
	114807998	Play_mob_boss_lunagoddess_ablty_vo_handbeam			\Abilities\fld_Abilities\_BOSS Abilities\BOSS_LunarGoddess\VO\Play_mob_boss_lunagoddess_ablty_vo_handbeam	
	115424129	Play_revenant_ablty_ult_loop			\Abilities\fld_Abilities\Class Abilities\Class 12 - Reverant\NPC\Play_revenant_ablty_ult_loop	
	115731826	Stop_mnt_rocket_backwards_loop			\Foley\fld_Foley\_MOUNTS\ENGINE MOUNTS\mnt_rocket_generic\Stop_mnt_rocket_backwards_loop	
	116575628	Play_sfx_hologram_map			\Foley\fld_Foley\Block Sounds\Fun Blocks\Play_sfx_hologram_map	
	117196425	Play_lunarlancer_flame_ablty_basic_spear_explosion			\Abilities\fld_Abilities\Class Abilities\Class 11 - Lunar Lancer\NPC\Fire\Play_lunarlancer_flame_ablty_basic_spear_explosion	
	118743976	Play_mob_minion_tombraiser_golem_dth			\Abilities\fld_Abilities\Class Abilities\Class 10 - Tomb Raiser\Minion\minion_tombraiser\minion_tombraiser_golem\Play_mob_minion_tombraiser_golem_dth	
	119207968	Play_ablty_faetrickster_ult_cast			\Abilities\fld_Abilities\Class Abilities\Class 02 - Fae Trickster\Class 02 - Fae Trickster_NPC\Play_ablty_faetrickster_ult_cast	
	124349459	Play_neon_ninja_sword_laserfire_PLAYER			\Abilities\fld_Abilities\Class Abilities\Class 04 - Neon Ninja\Player\Play_neon_ninja_sword_laserfire_PLAYER	
	124569164	Play_npc_tutorial_qubesley_spawn_out			\Abilities\fld_Abilities\_Common\_SpawnInOut\Play_npc_tutorial_qubesley_spawn_out	
	125979999	Play_mnt_rolling_log_jump			\Foley\fld_Foley\_MOUNTS\ENGINE MOUNTS\mnt_rolling_log\Play_mnt_rolling_log_jump	
	126747038	Play_bard_abtly_bardsong_loop_dub			\Abilities\fld_Abilities\Class Abilities\Class 16 - Bard\DubStyle_costume\_NPC\Play_bard_abtly_bardsong_loop_dub	
	127100994	Play_mob_boss_cryingprophet_ablty_melee_swing			\Abilities\fld_Abilities\_BOSS Abilities\BOSS_CryingProphet\Play_mob_boss_cryingprophet_ablty_melee_swing	
	129970848	Play_ball_bounce			\Foley\fld_Foley\_MOUNTS\BALL MOUNTS\Play_ball_bounce	
	130378880	Stop_boss_lunargoddess_ablty_shield_spin_loop			\Abilities\fld_Abilities\_BOSS Abilities\BOSS_LunarGoddess\MOB_SHIELD\Stop_boss_lunargoddess_ablty_shield_spin_loop	
	130976752	Play_boss_dreadnought_ablty_blast_start			\Abilities\fld_Abilities\_BOSS Abilities\BOSS_Dreadnought\Play_boss_dreadnought_ablty_blast_start	
	134486950	Play_fishing_cast_PLAYER			\Foley\fld_Foley\_FISHING\PLAYER\Play_fishing_cast_PLAYER	
	136230019	Play_lunarlancer_ablty_spear_throw			\Abilities\fld_Abilities\Class Abilities\Class 11 - Lunar Lancer\NPC\Play_lunarlancer_ablty_spear_throw	
	136730974	Play_geode_multitool_interact_beam_loop_PLAYER			\Abilities\fld_Abilities\_Common\_GEODE\Modules\Geode MultiTool\PLAYER\Play_geode_multitool_interact_beam_loop_PLAYER	
	145224486	Play_fts_mnt_lg_camelbot_jump			\Foley\fld_Foley\_MOUNTS\mnt_lg_llama_camel\mnt_lg_camel\mnt_lg_camel_ROBOT\Play_fts_mnt_lg_camelbot_jump	DEFAULT footstep movement sound. This loops and is not tied to animation. Can control the speed via RTPC : fts_movement_speed
	145508103	Play_mnt_mantaray_spawn_in			\Foley\fld_Foley\_MOUNTS\ENGINE MOUNTS\mnt_mantaray\Play_mnt_mantaray_spawn_in	
	148586035	Play_ablty_dinohunter_trap_charge_charged_01_PLAYER			\Abilities\fld_Abilities\Class Abilities\Class 14 - DinoHunter\_Player\Play_ablty_dinohunter_trap_charge_charged_01_PLAYER	
	148724875	Stop_mnt_lightcycle_dubstep_persistent_loop			\Foley\fld_Foley\_MOUNTS\ENGINE MOUNTS\mnt_Lightcycle_Dubstep\Stop_mnt_lightcycle_dubstep_persistent_loop	
	149156807	Stop_ablty_shield_loop			\Abilities\fld_Abilities\_Common\Shield\_NPC\Stop_ablty_shield_loop	
	150774847	Play_ablty_dracolyte_mech_familiar_vo_charge_ready			\Abilities\fld_Abilities\Class Abilities\Class 03 - Dracolyte\Dracolyte SKIN MECH\NPC\Familiar\Play_ablty_dracolyte_mech_familiar_vo_charge_ready	
	152641398	Play_boss_lunargoddess_ablty_sword_melee_backhack			\Abilities\fld_Abilities\_BOSS Abilities\BOSS_LunarGoddess\MELEE_SWORD\Play_boss_lunargoddess_ablty_sword_melee_backhack	
	156794377	Play_fts_mnt_scoops_walk			\Foley\fld_Foley\_MOUNTS\mnt_md_Scoops\Play_fts_mnt_scoops_walk	Single Speed Run for MD / Default Size
	157430190	Play_fts_mnt_md_robot_turkey_jump			\Foley\fld_Foley\_MOUNTS\mnt_md_turkey\mnt_md_robot_turkey\Play_fts_mnt_md_robot_turkey_jump	DEFAULT footstep movement sound. This loops and is not tied to animation. Can control the speed via RTPC : fts_movement_speed
	165436498	Play_bard_abtly_jubilantsong_start			\Abilities\fld_Abilities\Class Abilities\Class 16 - Bard\_NPC\Play_bard_abtly_jubilantsong_start	
	168157862	Play_ablty_cndybb_whirlwind			\Abilities\fld_Abilities\Class Abilities\Class 05 - Candy Barbarian\NPC\Play_ablty_cndybb_whirlwind	
	173145232	Play_mnt_sleigh_rocket_persistent_loop			\Foley\fld_Foley\_MOUNTS\ENGINE MOUNTS\mnt_rocket_sleigh\Play_mnt_sleigh_rocket_persistent_loop	
	174388766	Play_fts_default_plasma			\Foley\fld_Foley\Character Foley\Explicit Surface Type Events\Walk\Play_fts_default_plasma	
	175534259	Play_mnt_tractor_backwards_loop			\Foley\fld_Foley\_MOUNTS\ENGINE MOUNTS\mnt_tractor\Play_mnt_tractor_backwards_loop	
	175755223	Play_ablty_charge_shot_fire_01_dub_PLAYER			\Abilities\fld_Abilities\Class Abilities\Class 01 - Gun slinger\Class 02 - Dubslinger\PLAYER\Play_ablty_charge_shot_fire_01_dub_PLAYER	
	176177129	Play_fts_mnt_lg_griffon_mech_jumpland			\Foley\fld_Foley\_MOUNTS\mnt_lg_griffon\Mech\Play_fts_mnt_lg_griffon_mech_jumpland	DEFAULT footstep movement sound. This loops and is not tied to animation. Can control the speed via RTPC : fts_movement_speed
	176535802	Play_fts_ball_geliknight_jumpland			\Foley\fld_Foley\_MOUNTS\BALL MOUNTS\fts_BALL\Gel_I_Knight\Play_fts_ball_geliknight_jumpland	in mount use BALL as the footstep size 
	176979103	Play_mob_tombraiser_sam_vo			\Abilities\fld_Abilities\Class Abilities\Class 10 - Tomb Raiser\Minion\Play_mob_tombraiser_sam_vo	
	182079934	Play_revenant_ablty_spritspike_shield_bang			\Abilities\fld_Abilities\Class Abilities\Class 12 - Reverant\NPC\Play_revenant_ablty_spritspike_shield_bang	
	182102997	Play_mnt_rolling_saltshaker_jump			\Foley\fld_Foley\_MOUNTS\ENGINE MOUNTS\mnt_rolling_saltshaker\Play_mnt_rolling_saltshaker_jump	
	182210677	Play_boss_lunargoddess_ablty_lunarpillar_transform_fire			\Abilities\fld_Abilities\_BOSS Abilities\BOSS_LunarGoddess\Play_boss_lunargoddess_ablty_lunarpillar_transform_fire	
	184038076	Play_mob_boss_tentacle_prophet_vo_special			\Abilities\fld_Abilities\_BOSS Abilities\BOSS_Rampage_Tentacle\Play_mob_boss_tentacle_prophet_vo_special	
	184939788	Play_wpn_bomb_launcher_fire			\Abilities\fld_Abilities\Weapons\Bomb Launcher\Play_wpn_bomb_launcher_fire	NPC - Bomber Fire Molotov Projectile
	190915675	Play_mnt_cloud_storm_jumpland			\Foley\fld_Foley\_MOUNTS\ENGINE MOUNTS\mnt_Cloud\Storm Cloud\Play_mnt_cloud_storm_jumpland	
	193472503	Play_vfx_hg_plasma_splash			\Foley\fld_Foley\Character Foley\Liquids Foley\Plasma\Play_vfx_hg_plasma_splash	Huge sized - jump into water splash
	196118743	Play_mnt_lg_warhorsebot_persistent_loop			\Foley\fld_Foley\_MOUNTS\mnt_lg_Warhorse\mnt_lg_Warhorse_bot\Play_mnt_lg_warhorsebot_persistent_loop	
	197441301	Play_ablty_faetrickster_fire			\Abilities\fld_Abilities\Class Abilities\Class 02 - Fae Trickster\Class 02 - Fae Trickster_NPC\Play_ablty_faetrickster_fire	
	197813982	Play_ablty_generic_speed_buff_PLAYER			\Abilities\fld_Abilities\_Common\_BUFFS & DEBUFFS\Speed\_Player\Play_ablty_generic_speed_buff_PLAYER	
	198314320	Play_fts_boot_run			\Foley\fld_Foley\_MOUNTS\BALL MOUNTS\fts_BALL\BOOT Ball\Play_fts_boot_run	in mount use BALL as the footstep size 
	198930764	Stop_mnt_mystical_orb_fowards_loop			\Foley\fld_Foley\_MOUNTS\ENGINE MOUNTS\mnt_mystical_orb\Stop_mnt_mystical_orb_fowards_loop	
	201543295	Play_ablty_geode_modules_grapple_end			\Abilities\fld_Abilities\_Common\_GEODE\Modules\Other\Play_ablty_geode_modules_grapple_end	
	202429477	Play_gliding_pitch_forward			\Foley\fld_Foley\_WINGS - Flying\Play_gliding_pitch_forward	
	203621723	Play_dubomancer_ablty_plant_land			\Abilities\fld_Abilities\Class Abilities\Class 13 - Chloromancer\SKIN_Dubomancer\_NPC\Play_dubomancer_ablty_plant_land	
	204423400	Play_affix_icecomet_explosion			\Abilities\fld_Abilities\_BOSS Abilities\_BOSS Affixes\Play_affix_icecomet_explosion	
	207641783	Play_lunarlancer_ablty_basic_spear_explosion_PLAYER			\Abilities\fld_Abilities\Class Abilities\Class 11 - Lunar Lancer\Player\Play_lunarlancer_ablty_basic_spear_explosion_PLAYER	Has jump sound built in only for player version.
	209743644	Play_ablty_cndybb_dash_charge_loop			\Abilities\fld_Abilities\Class Abilities\Class 05 - Candy Barbarian\NPC\Play_ablty_cndybb_dash_charge_loop	
	213940417	Play_fts_mnt_md_robot_turkey_run			\Foley\fld_Foley\_MOUNTS\mnt_md_turkey\mnt_md_robot_turkey\Play_fts_mnt_md_robot_turkey_run	DEFAULT footstep movement sound. This loops and is not tied to animation. Can control the speed via RTPC : fts_movement_speed
	214207273	Stop_fishing_reel			\Foley\fld_Foley\_FISHING\NPC\Stop_fishing_reel	
	215662299	Play_boss_dreadnought_ablty_salvo_explosion_start			\Abilities\fld_Abilities\_BOSS Abilities\BOSS_Dreadnought\Play_boss_dreadnought_ablty_salvo_explosion_start	
	223136894	Play_ablty_amp_golem_explosion			\Abilities\fld_Abilities\_Common\NPC_Amperium\Play_ablty_amp_golem_explosion	
	225024629	Play_ablty_dinohunter_trap_twirl_loop_PLAYER			\Abilities\fld_Abilities\Class Abilities\Class 14 - DinoHunter\_Player\Loops\Play_ablty_dinohunter_trap_twirl_loop_PLAYER	
	227755451	Play_ablty_tombraiser_ult_use			\Abilities\fld_Abilities\Class Abilities\Class 10 - Tomb Raiser\NPC\Play_ablty_tombraiser_ult_use	
	229146768	Stop_mnt_rolling_saltshaker_backwards_loop			\Foley\fld_Foley\_MOUNTS\ENGINE MOUNTS\mnt_rolling_saltshaker\Stop_mnt_rolling_saltshaker_backwards_loop	
	229255556	Play_mob_minion_tombraiser_golem_persistent_loop			\Abilities\fld_Abilities\Class Abilities\Class 10 - Tomb Raiser\Minion\minion_tombraiser\minion_tombraiser_golem\Play_mob_minion_tombraiser_golem_persistent_loop	
	230785364	Stop_ablty_common_flamethrower_loop			\Abilities\fld_Abilities\_Common\FlameThrowerBeams\_NPC\Stop_ablty_common_flamethrower_loop	Fireing sound for firefly / fireball projectiles.
	231916781	Play_fts_default_bodyfall_stone			\Foley\fld_Foley\Character Foley\Explicit Surface Type Events\Body Fall\Play_fts_default_bodyfall_stone	
	232458132	Play_fts_mnt_lg_pandabot_jump			\Foley\fld_Foley\_MOUNTS\mnt_lg_panda\mnt_lg_panda_ROBOT\Play_fts_mnt_lg_pandabot_jump	DEFAULT footstep movement sound. This loops and is not tied to animation. Can control the speed via RTPC : fts_movement_speed
	234182882	Play_affix_healingpulse_npc			\Abilities\fld_Abilities\_BOSS Abilities\_BOSS Affixes\Play_affix_healingpulse_npc	
	235325369	Set_sw_fts_layer_arcanium			\Foley\fld_Foley\_MOUNTS\_GENERAL\_FOOTSTEP LAYERS\Set_sw_fts_layer_arcanium	Fire Mount
	237116332	Play_lunarlancer_ablty_moon_fuel_02_PLAYER			\Abilities\fld_Abilities\Class Abilities\Class 11 - Lunar Lancer\Player\Play_lunarlancer_ablty_moon_fuel_02_PLAYER	
	239419056	Play_hero_abtly_aura_blue			\Abilities\fld_Abilities\Class Abilities\Class 15 - Hero\_NPC\Play_hero_abtly_aura_blue	
	240690484	Play_mnt_tractor_persistent_loop			\Foley\fld_Foley\_MOUNTS\ENGINE MOUNTS\mnt_tractor\Play_mnt_tractor_persistent_loop	
	241131330	Play_ablty_windup_punch_jadebound_phantom			\Abilities\fld_Abilities\Weapons\Play_ablty_windup_punch_jadebound_phantom	Use rtpc on creature's attack to set the delay.
	241425521	Play_ablty_pirate_decoy_land_PLAYER			\Abilities\fld_Abilities\Class Abilities\Class 08 - Pirate\PLAYER - Class 08 - Pirate_01\Play_ablty_pirate_decoy_land_PLAYER	
	242449144	Play_batgiant_wings_loop			\Foley\fld_Foley\_MOUNTS\mount_lg_bat_giant_dragon\Play_batgiant_wings_loop	
	243666810	Play_ablty_dragon_boss_npc_chocoalte_fire			\Abilities\fld_Abilities\_Common\DragonNPC\Play_ablty_dragon_boss_npc_chocoalte_fire	
	243807320	Stop_mnt_lg_pegasus_wings_persistent_loop			\Foley\fld_Foley\_MOUNTS\mnt_lg_pegasus\Wings\Stop_mnt_lg_pegasus_wings_persistent_loop	
	251106317	Stop_mob_dubomancer_plant_spin_loop			\Abilities\fld_Abilities\Class Abilities\Class 13 - Chloromancer\SKIN_Dubomancer\_NPC\Stop_mob_dubomancer_plant_spin_loop	
